match,verdict,sponsors_h1b,h1b_approvals,days_ago,posted_on,title,company,location,strengths,gaps,min_years_req,red_flags,url
62,possible,unknown,0,12,2026-06-10,"Software Engineer, Applied AI/ML",peregrinetechnologies,"San Francisco, California, Unites States","4 years of experience aligns well with the 2-5 year requirement | Strong Python backend expertise with microservices, APIs, and cloud infrastructure (AWS, Kubernetes, Terraform) matching core stack | Full-stack capability with React frontend experience, relevant for AI/ML feature delivery | Experience with data pipelines, message queues (Kafka, SNS/SQS), and distributed systems applicable to scaling and real-time data challenges","No demonstrated experience with generative AI, LLMs, or machine learning—critical for 'Applied AI' role despite bonus framing | Missing specific experience with ML platforms (Bedrock, SageMaker) and ML ops tooling (Airflow mentioned in stack but not in candidate skills) | No evidence of Django or Celery experience; candidate shows Spring Boot and Node.js but not the exact Python web framework stack | No mention of Elasticsearch, PostgreSQL, or data science fundamentals needed for the AI/ML-focused team",2,,https://job-boards.greenhouse.io/peregrinetechnologies/jobs/4704778005
62,possible,unknown,0,12,2026-06-10,Senior Software Engineer - Fullstack,sigmacomputing,"New York City, NY","Strong full-stack capabilities with modern web technologies (GraphQL, TypeScript, Node.js, React/Angular) | Solid cloud infrastructure experience (AWS, GCP, Kubernetes, Terraform, Docker) matching job's cloud-native requirements | Proven backend API design and security expertise (OAuth2, JWT, Spring Security, RESTful APIs, OpenAPI/Swagger) | Database experience including SQL optimization and NoSQL (MySQL, MongoDB, DynamoDB, Redis)","Seniority mismatch: 4 years experience vs. 5+ years required for Senior role; candidate is mid-level, not senior | Missing required tech stack: No Rust or Go experience (explicitly mentioned as 'modern tools' the role builds with) | No demonstrated data analytics systems experience (job emphasizes data warehouse exploration/analysis) | No evidence of distributed systems monitoring/profiling expertise or SQL query optimization depth",5,,https://job-boards.greenhouse.io/sigmacomputing/jobs/7767910003
62,possible,unknown,0,12,2026-06-10,Senior Software Engineer,stellic,"This role is hybrid/in-office preferred in San Mateo, California, with remote flexibility considered case by case.","Full-stack capability with strong front-end (Angular, React, TypeScript) and back-end (Python, Java Spring Boot, Node.js) experience across multiple domains | Proven production shipping experience with CI/CD, testing practices, and modern DevOps tools (Docker, Kubernetes, Jenkins) demonstrating quality-focused mindset | Microservices and distributed systems expertise (Kafka, SNS/SQS, service-oriented architecture) with cloud platform experience (AWS, Azure, GCP) relevant to scaling platforms","Seniority mismatch: 4 years of experience falls 1+ year short of the explicit 5+ years requirement for Senior role; candidate is mid-level, not senior | No demonstrated mentorship or leadership experience mentioned; job emphasizes mentoring junior engineers and owning cross-functional initiatives, which typically requires more seniority and explicit track record",5,,https://jobs.ashbyhq.com/stellic/20bdc69f-4bd6-4ae8-8c21-86b8bae312a6
62,possible,unknown,0,13,2026-06-09,"Software Engineer, Test Infrastructure (Application Software)",spacex,"Hawthorne, CA","Strong Python experience (required 1+ years, candidate has 4 years professional experience) | Extensive front-end framework experience (Angular, React, Vue.js - preferred skills) | Deep DevOps/infrastructure expertise (Docker, Kubernetes, CI/CD, Jenkins, Terraform, cloud platforms) | Database experience across multiple systems (SQL, MySQL, MongoDB, DynamoDB, Redis)","No C/C++ experience listed (required 1+ years) - critical gap for test infrastructure at SpaceX | No telemetry-based software development experience mentioned (preferred but important for role) | No build system experience (Make, Bazel) listed (preferred) | No UNIX system administration tools experience (Ansible, Puppet) mentioned (preferred)",1,,https://boards.greenhouse.io/spacex/jobs/8585072002?gh_jid=8585072002
62,possible,yes,21,13,2026-06-09," Software Engineer, Storage",roblox,"San Mateo, CA, United States","Strong distributed systems foundation with microservices, Kubernetes, Docker, and cloud platforms (AWS, Azure, GCP) | Relevant data technology experience: Redis, MySQL, MongoDB, DynamoDB, SQL, and Kafka for event streaming | Proven infrastructure-as-code skills with Terraform and CI/CD automation (Jenkins) | 4 years of backend engineering experience with Java Spring Boot and cloud-native architecture","No demonstrated experience with large-scale distributed caching systems design or optimization (sub-millisecond latency, horizontal scalability at billion-user scale) | Missing specialized storage infrastructure expertise: no mention of RDBMS internals (CockroachDB, PostgreSQL), KV store optimization, or storage-specific performance tuning | Limited evidence of on-call operations, SLA management, or 24x7 mission-critical service ownership at the scale Roblox requires | No clear background in data security architecture, compliance hardening, or storage Infra-as-a-Service platform design",1,,https://careers.roblox.com/jobs/7991654?gh_jid=7991654
62,possible,unknown,0,13,2026-06-09,Software Infrastructure Engineer (Starlink),spacex,"Palo Alto, CA","Strong Python and scripting language expertise (required for infrastructure automation) | Extensive Kubernetes, Docker, and containerization experience (core infrastructure requirement) | Terraform and infrastructure-as-code skills directly match job requirements | AWS/cloud platform experience with hands-on DevOps tooling (Jenkins, CI/CD)","No explicit systems administration, SRE, or DevOps role titles in background—primarily full-stack/backend engineer roles, not infrastructure-focused | Missing C/C++ development experience (listed as required alongside Python) | No mention of Ansible or configuration management tools (Terraform present but Ansible specifically called out) | Limited evidence of on-premise infrastructure management or hardware-level troubleshooting typical of satellite/space infrastructure",1,,https://boards.greenhouse.io/spacex/jobs/8584920002?gh_jid=8584920002
62,possible,yes,8,14,2026-06-08,"Senior Software Engineer, Public Backup",mongodb,New York City,"Strong Java/Spring Boot backend experience with microservices and distributed systems knowledge | Full-stack capability across backend, frontend (JavaScript/TypeScript), and DevOps (Docker, Kubernetes, AWS, GCP, Azure) | 4 years of relevant experience with modern web application architecture, CI/CD, and cloud platforms | Proven ability with large-scale infrastructure (Kafka, SNS/SQS, databases at scale)",No demonstrated experience with Go (Backup Agent language) or compiled languages like C# - primary backend work is Java/Python/Node.js | Limited evidence of deep Linux systems-level debugging and hardware performance correlation skills required for production crisis resolution | Seniority level is mid-level (4 years) for a Senior role; typically expects 6-8+ years for senior distributed systems work at MongoDB scale,,,https://www.mongodb.com/careers/job/?gh_jid=7975692
62,possible,unknown,0,14,2026-06-08,Senior Software Engineer - Product,consumerreports,"Yonkers, NY","Full-stack expertise with modern frontend (Angular, React, TypeScript) and backend (Python, Java Spring Boot, Node.js) skills matching multi-platform AskCR requirements | 4 years of experience with microservices, cloud platforms (AWS, Azure, GCP), Docker, Kubernetes, and CI/CD aligns with scalable product engineering needs | Strong API design background (RESTful, GraphQL, OpenAPI/Swagger) and cross-team collaboration experience (Agile, Scrum) supports coordinating engineering efforts","Seniority mismatch: 4 years experience is mid-level; Senior Product Engineer role typically requires 6-8+ years and demonstrated technical leadership/mentoring track record | No mention of AI/ML integration, LLM frameworks, or chatbot-specific experience despite AskCR being AI-powered chatbot central to the role | Limited evidence of architectural leadership, multi-platform strategy ownership, or leading cross-functional technical initiatives at scale",5,,https://job-boards.greenhouse.io/consumerreports/jobs/5145313007
62,possible,unknown,0,14,2026-06-08,Senior Software Engineer ,thebaltimorebanner,"Baltimore, Maryland","Strong full-stack capabilities with React, Node.js, and JavaScript expertise matching job's preferred tech stack | Proven AWS cloud infrastructure experience with scalable solution design | 4 years of relevant experience with microservices, APIs, and modern web application development | Cross-functional collaboration experience in agile environments with product and design teams","Seniority mismatch: 4 years experience is mid-level; Senior role typically requires 6-8+ years of demonstrated leadership and architectural ownership | No evidence of senior-level responsibilities such as mentoring, technical leadership, or major architectural decisions in provided background",3,,https://job-boards.greenhouse.io/thebaltimorebanner/jobs/6015776004
58,possible,unknown,0,10,2026-06-12,"Senior Software Engineer, Platform Engineering",rillet,New York City,"Strong cloud infrastructure expertise (AWS, Azure, GCP) with hands-on Docker and Kubernetes experience | Proven CI/CD and DevOps skills (Jenkins, Terraform, infrastructure-as-code mindset) | Microservices and distributed systems architecture experience with Spring Cloud and SOA | Full-stack capability enables understanding of developer needs across the org","Seniority mismatch: 4 years experience vs. 5+ years required for Senior role with infrastructure leadership expectations | No demonstrated track record of leading large-scale projects or mentoring engineers at scale | Limited evidence of setting technical direction for reliability, security, and compliance at organizational level | No mention of API design/scalability expertise or external API platform ownership experience",5,,https://jobs.ashbyhq.com/rillet/e2fc4209-2955-4856-9010-d1df94fccb88
58,possible,unknown,0,11,2026-06-11,"Senior Software Engineer, IAM",crusoe,"San Francisco, CA - US","4 years of backend/microservices experience with Java Spring Boot, demonstrating solid foundation in distributed systems | Strong security fundamentals: OAuth2, JWT, Spring Security, TLS knowledge, and authentication/authorization patterns | Proven cloud infrastructure expertise: AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD (Jenkins) — all required for IAM platform scaling","Seniority mismatch: 4 years experience vs. 5+ years required for Senior role; lacks demonstrated senior-level mentorship and architectural leadership | Missing compiled languages: No Go, Rust, C#, or C++ experience (job explicitly requires modern compiled languages); candidate stack is primarily Python, Java, JavaScript/TypeScript",5,,https://jobs.ashbyhq.com/crusoe/ae895098-b712-4f67-81b7-d68df07cc856
52,weak,yes,45,5,2026-06-17,"SDET II, tvScientific",pinterest,"San Francisco, CA, US; Remote, US","Strong API testing foundation with RESTful APIs, GraphQL, and OpenAPI/Swagger experience | Solid CI/CD and automation infrastructure knowledge (Jenkins, Docker, Kubernetes, Terraform) | Backend and microservices expertise aligns with understanding of API contract testing and backend validation | Experience with multiple cloud platforms (AWS, Azure, GCP) and monitoring tools (Splunk)","No demonstrated SDET or QA automation testing background—candidate is a software engineer, not a test automation specialist; lacks test framework expertise (Selenium, Cypress, Playwright, etc.) | No evidence of manual testing, exploratory testing, or QA methodology experience; role requires balance of manual + automation testing excellence | Missing specialized test automation skills: no mention of API testing frameworks (REST Assured, Postman scripting), test data management, or test case design patterns | Seniority mismatch: SDET II is a mid-to-senior QA role requiring 5+ years QA/SDET experience; candidate has 4 years as a software engineer in different domain",2,,https://www.pinterestcareers.com/jobs/?gh_jid=8011568
52,weak,no,0,6,2026-06-16,"Senior Backend Engineer - Payments & Billing (Remote, US)",openly,Remote - United States,"Strong backend foundation with Java Spring Boot, Python, and microservices architecture experience | Payments/billing domain adjacent skills: RESTful APIs, GraphQL, OAuth2, JWT, Spring Security for secure transactions | Cloud infrastructure expertise (AWS, Azure, GCP) with Docker, Kubernetes, Terraform for scalable systems | Message queue experience (Kafka, SNS/SQS) relevant for payment processing pipelines","Only 4 years experience for Senior-level role (typically requires 6-8+ years); significant seniority gap | No demonstrated payments/billing domain expertise, fintech experience, or PCI-DSS compliance background mentioned | Missing critical payments-specific skills: payment gateway integration (Stripe, Square, PayPal), ledger systems, reconciliation logic, fraud detection, or transaction settlement experience",4,,https://job-boards.greenhouse.io/openly/jobs/4697076005
52,weak,unknown,0,6,2026-06-16,Senior Platform Engineer (Cloud Workloads),veeamsoftware,"San Jose, CA, USA","Strong cloud platform experience across AWS, Azure, and GCP with 4 years of hands-on work | Solid infrastructure-as-code skills (Terraform) and CI/CD pipeline experience (Jenkins, Azure DevOps adjacent) | Microservices, distributed systems, and observability mindset demonstrated through Kafka, monitoring tools (Splunk), and API design","Seniority mismatch: 4 years experience vs. 5+ years required for Senior Platform Engineer role; lacks depth in SRE/platform-specific domain | No demonstrated Elastic Stack expertise (Elasticsearch, Kibana, Fleet, KQL, Query DSL) — critical to the role; Splunk experience does not transfer directly | Missing Azure-specific security and infrastructure skills: no evidence of Entra ID, Managed Identities, App Registrations, Key Vault, or Azure Bicep; limited Azure depth vs. AWS focus",5,,https://job-boards.eu.greenhouse.io/veeamsoftware/jobs/4763551101
52,weak,yes,2,7,2026-06-15,"Software Engineer, Customer Insights",pantheon,"US, Remote","4 years production experience matches 3+ requirement and demonstrates solid seniority | Strong full-stack foundation with React, TypeScript, GraphQL, and RESTful APIs directly required | SQL and Python skills present for data work; experience with multiple cloud platforms (AWS, Azure, GCP) shows infrastructure comfort","No Go experience listed; job emphasizes Go as primary language—this is a significant technical stack mismatch for a backend-focused role | No demonstrated observability platform experience (New Relic, Grafana, Datadog) despite being listed as a plus; no background in observability domain | No BigQuery experience mentioned; SQL is present but BigQuery-specific data warehouse work is a stated requirement",3,,https://pantheon.io/about/careers/detail?gh_jid=8008383
52,weak,yes,2,10,2026-06-12,"Senior Systems Engineer, IVD Software ",veracyte,"South San Francisco, California, United States","Strong distributed systems and microservices architecture experience aligns with system-level design responsibilities | Proven expertise with Docker, Kubernetes, and multi-cloud deployment (AWS, Azure, GCP) relevant to hybrid infrastructure management | 4 years of backend engineering with Spring Boot, databases (SQL, MongoDB), and infrastructure-as-code (Terraform) demonstrates technical depth","No demonstrated Windows-based systems expertise, IIS, SQL Server, or WSL experience—core technical stack for this IVD product role | Missing regulated/compliance domain knowledge (IVD, medical device software, FDA validation, GxP) critical for in vitro diagnostic products | Seniority mismatch: 4 years experience is mid-level; role explicitly requires 'Senior individual contributor' and 'recognized technical authority' with broader autonomy and influence than typical 4-year engineer",2,,https://veracyte.com/job-detail?gh_jid=5146940007
52,weak,unknown,0,11,2026-06-11,"Senior Software Engineer, Applied AI",coreweave,"New York, NY / Sunnyvale, CA / Bellevue, WA","Strong full-stack capabilities with Python, Java, TypeScript, React, and Node.js covering both backend and frontend requirements | Extensive experience with containerization (Docker, Kubernetes), CI/CD, and deployment tooling matching production-grade infrastructure needs | Solid API design experience (REST, GraphQL, OpenAPI/Swagger) and data platform familiarity (Kafka, Redis, DynamoDB) relevant to data infrastructure role","Seniority mismatch: 4 years of experience vs. 7+ years required; candidate is mid-level, role explicitly seeks senior-level ownership and architectural decision-making | No demonstrated production AI/ML/LLM application experience; job emphasizes 'developing and deploying AI/ML/LLM-powered applications in production' as a core requirement | Missing Go language proficiency (listed as preferred backend option); no evidence of Next.js experience (explicitly mentioned for modern frontend frameworks)",7,,https://coreweave.com/careers/job?4688538006&board=coreweave&gh_jid=4688538006
52,weak,yes,12,11,2026-06-11,"Software Engineer, Investor And Fund Administration",point72,United States,"Strong Java/Spring Boot experience aligns with backend requirements | Proven microservices, Kubernetes, and AWS expertise directly matches job needs | Kafka and messaging systems experience (AWS SNS/SQS) covers required messaging layer | SQL and relational database skills demonstrated","Missing Scala experience (required 5+ years focus on Scala and Java; candidate has Java but no Scala mentioned) | Only 4 years experience vs. 5+ years required (seniority gap) | No demonstrated experience in investor/fund administration domain or financial services | Limited evidence of front-to-back, end-to-end design in complex application landscapes specific to this domain",5,,https://boards.greenhouse.io/point72/jobs/8580338002?gh_jid=8580338002
52,weak,no,0,12,2026-06-10,Product Engineering - Senior Software Engineer,sprinter-health,"San Francisco, CA","Strong backend and full-stack technical foundation with Java Spring Boot, Python, Node.js, and modern API design (REST, GraphQL, OpenAPI) | Proven cloud and infrastructure expertise across AWS, Azure, GCP with Docker, Kubernetes, Terraform, and CI/CD—directly applicable to scaling healthcare systems | Solid microservices, SOA, and distributed systems experience with Kafka, SNS/SQS, and service-oriented architecture patterns needed for complex operational workflows","Seniority mismatch: 4 years experience vs. 5+ years required; candidate is mid-level, role explicitly seeks senior engineer with proven leadership/mentorship track record | No demonstrated healthcare, health tech, logistics, or operationally complex domain experience—job heavily emphasizes health tech, routing/scheduling, supply-demand dynamics, and clinical integration as differentiators",5,,https://jobs.ashbyhq.com/sprinter-health/778036a4-4ee1-4e2a-a443-3b582a5447ee
52,weak,unknown,0,13,2026-06-09,Senior Full Stack Engineer ,capitaltg,Remote (US),"Strong full-stack technical foundation with 4 years of relevant experience across backend (Java Spring Boot, Node.js), frontend (Angular, React), and cloud platforms (AWS, Azure, GCP) | Solid security fundamentals including OAuth2, JWT, Spring Security, and API security practices | Proven microservices, cloud architecture, and DevOps expertise with Docker, Kubernetes, Terraform, and CI/CD pipelines","Critical disqualifier: Candidate is not a US Citizen and job explicitly requires US Citizenship for Public Trust clearance eligibility | Seniority mismatch: 4 years experience is mid-level; Senior role typically requires 7-10+ years, especially for federal leadership positions requiring mentorship and strategic architecture decisions | Missing specialized expertise: No demonstrated experience with IAM/Identity modernization, Zero Trust architecture, federal compliance frameworks (FedRAMP, NIST), or enterprise security architecture at scale",6,,https://boards.greenhouse.io/capitaltg/jobs/5147810007?gh_jid=5147810007
52,weak,yes,4,13,2026-06-09,Senior Software Engineer - Data Platform,samsara,Remote - US,"Strong distributed systems and microservices architecture experience with Spring Boot, Kafka, and cloud platforms (AWS, Azure, GCP) | Proven infrastructure-as-code skills with Docker, Kubernetes, and Terraform across multiple cloud providers | Solid foundation in backend systems, APIs, and data pipeline concepts with experience in DynamoDB, MongoDB, and SQL databases","No demonstrated experience with Spark, Databricks, Delta Lake, or large-scale data platform infrastructure - the core technical focus of this role | Background is full-stack/backend application engineering, not specialized data infrastructure engineering; lacks evidence of building production data lakes, distributed compute platforms, or petabyte-scale ingestion systems | 4 years experience is below Senior level expectations for a specialized data platform role requiring deep expertise in big data ecosystems and distributed data systems",4,,https://www.samsara.com/company/careers/roles/7922530?gh_jid=7922530
52,weak,no,0,14,2026-06-08,Cloud Operations Engineer,beyondtrust,Remote USA | Remote Canada,Strong AWS and Azure cloud platform experience with hands-on infrastructure work | Docker and Kubernetes expertise directly applicable to cloud operations | Python scripting skills for automation and infrastructure-as-code | Terraform experience for infrastructure automation,"No demonstrated Linux/Windows Server systems administration experience; background is primarily application development, not infrastructure operations | Missing core cloud operations skills: no evidence of VM management, load balancer configuration, storage bucket administration, or SLA-driven incident response | No technical support or service delivery background; career trajectory is software engineering, not operations/SRE | No mention of Azure or AWS certifications",,,https://job-boards.greenhouse.io/beyondtrust/jobs/7976413
52,weak,unknown,0,14,2026-06-08,Sr. Software Infrastructure Engineer (Starlink),spacex,"Redmond, WA","Strong Python and scripting language expertise (required) | Extensive Kubernetes, Docker, and containerization experience (core requirement) | Terraform and infrastructure-as-code skills (explicitly required) | AWS/cloud platform experience with DevOps tooling (CI/CD, Jenkins)","Only 4 years experience vs 5+ years required for Sr. role with degree (or 7+ without); seniority gap is significant for senior-level infrastructure position | No demonstrated systems administration, site reliability engineering (SRE), or DevOps specialization; background is full-stack/backend application engineering, not infrastructure/ops | Missing C/C++ development experience (required); candidate has Java/Python but not systems-level languages | No evidence of Ansible or configuration management tool experience beyond Terraform",2,,https://boards.greenhouse.io/spacex/jobs/8573254002?gh_jid=8573254002
48,weak,unknown,0,6,2026-06-16,"Senior Software Engineer, Measurement & Reporting",lgads,"New York, NY","Strong Python and SQL proficiency with 4 years of production experience | Solid cloud platform experience (AWS, Azure, GCP) and containerization (Docker, Kubernetes) | Backend API development and microservices architecture expertise with Spring Boot and Node.js | CI/CD, monitoring (Splunk), and data pipeline concepts through Kafka and messaging systems","Seniority mismatch: 4 years experience vs. 5+ years required for Senior role; lacks depth in data engineering specialization | Missing core data engineering stack: no Databricks, Spark, or modern data platform experience mentioned; no ETL/ELT framework expertise | No data warehouse/data lake design experience; no evidence of large-scale data modeling or analytics platform work | No agentic AI/LLM application development experience; no mention of AI orchestration frameworks or AI-driven automation",5,,https://jobs.ashbyhq.com/lgads/d694f39e-0068-4162-9a9f-7f4468f9bdae
48,weak,unknown,0,12,2026-06-10,Senior Software Engineer  - Observability and Reliability,sigmacomputing,"San Francisco, CA","Strong cloud platform experience (AWS, Azure, GCP) with infrastructure administration skills | Kubernetes and containerization expertise with Docker and Terraform | Microservices architecture and distributed systems knowledge | Monitoring/observability exposure through Splunk and CI/CD pipeline work","Missing Go language experience (primary language for observability tools; candidate has Python/Java/Node.js but not Go) | Seniority mismatch: 4 years experience vs. 5+ years required for Senior role; observability/reliability domain expertise not demonstrated | No demonstrated experience with Open Telemetry, distributed tracing systems, or APM platforms as core focus | No evidence of building observability platforms, metrics/logging/alerting systems, or on-call reliability engineering",5,,https://job-boards.greenhouse.io/sigmacomputing/jobs/7767912003
